,CO,FECHA-HORA,NO2,O3,PART,SO2
74,373,21/02/17-12:20,57,31,55,17
75,379,21/02/17-12:30,60,32,55,15
76,350,21/02/17-12:40,59,32,59,15
77,350,21/02/17-12:50,55,31,64,15
78,350,21/02/17-13:00,55,34,62,16
79,415,21/02/17-13:10,60,34,62,17
80,380,21/02/17-13:20,55,38,61,17
81,350,21/02/17-13:30,55,36,61,16
82,350,21/02/17-13:40,54,40,59,17
83,300,21/02/17-13:50,47,47,65,15
84,344,21/02/17-14:00,43,50,77,16
85,233,21/02/17-14:10,35,59,70,13
86,274,21/02/17-14:20,37,53,72,13
87,233,21/02/17-14:30,45,54,73,15
88,233,21/02/17-14:40,40,59,71,15
89,233,21/02/17-14:50,30,68,64,13
90,233,21/02/17-15:00,29,69,62,14
91,233,21/02/17-15:10,33,65,60,14
92,233,21/02/17-15:20,39,57,59,18
93,233,21/02/17-15:30,57,42,60,22
94,233,21/02/17-15:40,64,36,56,24
95,233,21/02/17-15:50,60,41,57,21
96,233,21/02/17-16:00,61,40,57,22
97,233,21/02/17-16:10,52,50,57,20
98,233,21/02/17-16:20,39,63,58,17
99,233,21/02/17-16:30,33,63,58,16
100,233,21/02/17-16:40,34,67,60,16
101,233,21/02/17-16:50,29,72,61,16
102,233,21/02/17-17:00,29,70,63,17
103,233,21/02/17-17:10,30,70,67,15
104,295,21/02/17-17:20,32,65,74,18
105,254,21/02/17-17:30,37,60,75,20
106,286,21/02/17-17:40,55,56,114,20
107,283,21/02/17-17:50,47,52,98,17
108,248,21/02/17-18:00,49,53,79,19
109,304,21/02/17-18:10,42,50,81,17
110,348,21/02/17-18:20,57,43,80,23
111,511,21/02/17-18:30,65,27,88,16
112,467,21/02/17-18:40,73,27,116,16
113,441,21/02/17-18:50,74,23,115,16
114,350,21/02/17-19:00,77,20,97,18
115,348,21/02/17-19:10,74,24,94,17
116,338,21/02/17-19:20,68,23,98,19
117,368,21/02/17-19:30,75,18,100,16
118,408,21/02/17-19:40,77,20,103,17
119,397,21/02/17-19:50,71,21,99,17
120,365,21/02/17-20:00,74,19,91,21
121,462,21/02/17-20:10,79,13,94,21
122,430,21/02/17-20:20,78,20,92,21
123,450,21/02/17-20:30,79,16,93,18
124,617,21/02/17-20:40,82,14,96,21
125,299,21/02/17-20:50,43,49,93,18
126,362,21/02/17-21:00,60,30,96,18
127,508,21/02/17-21:10,82,19,96,20
128,413,21/02/17-21:20,62,36,93,19
129,362,21/02/17-21:30,49,40,89,19
130,374,21/02/17-21:40,59,33,88,18
131,443,21/02/17-21:50,58,33,87,18
132,364,21/02/17-22:00,53,44,82,17
133,255,21/02/17-22:10,34,51,77,17
134,366,21/02/17-22:20,68,31,80,15
135,351,21/02/17-22:30,69,17,95,17
136,366,21/02/17-22:40,64,20,100,15
137,350,21/02/17-22:50,63,18,93,16
138,350,21/02/17-23:00,60,22,90,16
139,350,21/02/17-23:10,59,21,93,14
140,368,21/02/17-23:20,60,24,90,15
141,368,21/02/17-23:30,64,30,88,15
142,332,21/02/17-23:40,40,38,86,15
143,350,21/02/17-23:50,50,22,94,17
144,432,22/02/17-00:00,65,10,99,16
1,440,22/02/17-00:10,62,16,106,14
2,350,22/02/17-00:20,48,24,106,14
3,350,22/02/17-00:30,42,24,107,14
4,353,22/02/17-00:40,46,21,104,14
5,321,22/02/17-00:50,43,34,91,14
6,317,22/02/17-01:00,41,23,96,15
7,403,22/02/17-01:10,57,10,103,15
8,424,22/02/17-01:20,59,9,104,15
9,366,22/02/17-01:30,53,11,99,15
10,350,22/02/17-01:40,51,16,91,15
11,350,22/02/17-01:50,44,23,85,14
12,342,22/02/17-02:00,39,29,82,13
13,268,22/02/17-02:10,32,35,76,14
14,233,22/02/17-02:20,35,34,64,13
15,233,22/02/17-02:30,27,45,49,13
16,233,22/02/17-02:40,22,49,46,13
17,233,22/02/17-02:50,23,45,56,13
18,233,22/02/17-03:00,25,42,57,13
19,233,22/02/17-03:10,21,46,55,13
20,233,22/02/17-03:20,25,37,52,20
21,233,22/02/17-03:30,33,36,47,31
22,225,22/02/17-03:40,23,43,47,17
23,212,22/02/17-03:50,21,44,50,14
24,233,22/02/17-04:00,18,48,48,14
25,211,22/02/17-04:10,17,49,47,14
26,225,22/02/17-04:20,16,50,47,15
27,223,22/02/17-04:30,23,44,47,16
28,206,22/02/17-04:40,19,46,47,18
29,220,22/02/17-04:50,23,44,47,15
30,224,22/02/17-05:00,21,47,47,15
31,232,22/02/17-05:10,16,50,45,13
32,228,22/02/17-05:20,18,47,45,14
33,198,22/02/17-05:30,19,50,44,12
34,145,22/02/17-05:40,17,52,42,13
35,202,22/02/17-05:50,26,38,45,17
36,218,22/02/17-06:00,33,36,48,15
37,231,22/02/17-06:10,31,36,49,18
38,257,22/02/17-06:20,32,37,49,19
39,233,22/02/17-06:30,23,45,44,14
40,233,22/02/17-06:40,24,40,48,14
41,232,22/02/17-06:50,27,41,48,12
42,233,22/02/17-07:00,32,31,54,13
43,279,22/02/17-07:10,33,31,59,12
44,350,22/02/17-07:20,42,21,63,11
45,319,22/02/17-07:30,44,15,65,14
46,251,22/02/17-07:40,50,23,60,11
47,349,22/02/17-07:50,51,16,60,12
48,362,22/02/17-08:00,63,9,60,14
49,468,22/02/17-08:10,71,7,61,13
50,467,22/02/17-08:20,72,7,60,13
51,508,22/02/17-08:30,71,8,63,13
52,373,22/02/17-08:40,64,11,63,12
53,444,22/02/17-08:50,73,10,91,15
54,589,22/02/17-09:00,90,9,119,21
55,606,22/02/17-09:10,92,9,103,21
56,590,22/02/17-09:20,93,9,105,19
57,527,22/02/17-09:30,89,10,84,17
58,630,22/02/17-09:40,90,10,78,18
59,559,22/02/17-09:50,85,13,72,16
60,524,22/02/17-10:00,77,16,65,13
61,408,22/02/17-10:10,70,24,63,14
62,318,22/02/17-10:20,54,36,55,13
63,278,22/02/17-10:30,45,45,55,14
64,329,22/02/17-10:40,44,45,62,13
65,331,22/02/17-10:50,46,40,74,13
66,265,22/02/17-11:00,44,44,76,13
67,314,22/02/17-11:10,45,44,79,12
68,257,22/02/17-11:20,39,49,78,13
69,263,22/02/17-11:30,42,47,81,13
70,345,22/02/17-11:40,44,45,83,13
71,350,22/02/17-11:50,49,43,87,14
72,335,22/02/17-12:00,48,46,91,13
73,290,22/02/17-12:10,48,44,94,15
74,258,22/02/17-12:20,58,37,96,19
75,268,22/02/17-12:30,58,41,99,18
76,233,22/02/17-12:40,52,48,102,18
77,233,22/02/17-12:50,47,52,107,14
78,233,22/02/17-13:00,45,52,111,15
79,233,22/02/17-13:10,40,56,117,14
80,233,22/02/17-13:20,39,58,119,15
81,233,22/02/17-13:30,40,56,121,17
82,233,22/02/17-13:40,35,59,123,18
83,235,22/02/17-13:50,29,63,125,18
84,233,22/02/17-14:00,35,58,122,15
85,233,22/02/17-14:10,34,55,119,15
86,233,22/02/17-14:20,28,68,124,12
87,212,22/02/17-14:30,24,65,126,12
88,233,22/02/17-14:40,25,63,129,12
89,233,22/02/17-14:50,23,65,135,12
90,233,22/02/17-15:00,31,59,135,11
91,233,22/02/17-15:10,33,58,136,12
92,233,22/02/17-15:20,35,53,137,13
1,117,23/02/17-00:10,12,51,125,4
2,162,23/02/17-00:20,14,45,129,5
3,201,23/02/17-00:30,21,41,128,5
4,158,23/02/17-00:40,16,49,130,5
5,125,23/02/17-00:50,17,44,132,4
6,163,23/02/17-01:00,16,43,136,4
7,136,23/02/17-01:10,18,43,140,6
8,207,23/02/17-01:20,20,39,148,4
9,224,23/02/17-01:30,25,35,154,6
10,319,23/02/17-01:40,34,29,156,5
11,195,23/02/17-01:50,19,40,151,4
12,166,23/02/17-02:00,17,41,151,4
13,117,23/02/17-02:10,15,42,154,3
14,131,23/02/17-02:20,17,40,159,4
15,208,23/02/17-02:30,22,34,164,4
16,164,23/02/17-02:40,21,36,164,4
17,144,23/02/17-02:50,17,42,157,5
18,140,23/02/17-03:00,19,44,152,3
19,117,23/02/17-03:10,10,48,146,4
20,117,23/02/17-03:20,18,33,160,4
21,168,23/02/17-03:30,21,31,162,5
22,159,23/02/17-03:40,19,33,167,6
23,132,23/02/17-03:50,20,33,171,5
24,117,23/02/17-04:00,18,34,172,6
25,139,23/02/17-04:10,17,33,171,4
26,118,23/02/17-04:20,21,29,176,4
27,117,23/02/17-04:30,22,31,166,5
28,117,23/02/17-04:40,22,31,163,6
29,117,23/02/17-04:50,23,30,161,5
30,117,23/02/17-05:00,25,28,161,7
31,117,23/02/17-05:10,25,26,163,5
32,117,23/02/17-05:20,25,27,182,4
33,117,23/02/17-05:30,23,28,175,6
34,117,23/02/17-05:40,25,26,160,5
35,117,23/02/17-05:50,23,29,155,4
36,169,23/02/17-06:00,25,24,158,3
37,203,23/02/17-06:10,27,21,156,2
38,245,23/02/17-06:20,28,21,154,4
39,233,23/02/17-06:30,28,22,152,1
40,192,23/02/17-06:40,20,30,146,2
41,135,23/02/17-06:50,22,30,141,3
42,138,23/02/17-07:00,29,36,117,2
43,117,23/02/17-07:10,26,42,97,2
44,197,23/02/17-07:20,30,40,95,3
45,158,23/02/17-07:30,33,33,95,4
46,221,23/02/17-07:40,58,25,96,3
47,180,23/02/17-07:50,43,32,103,3
48,175,23/02/17-08:00,35,28,117,3
49,226,23/02/17-08:10,50,11,109,3
50,233,23/02/17-08:20,71,5,109,3
51,333,23/02/17-08:30,75,6,113,3
52,392,23/02/17-08:40,81,6,113,3
53,413,23/02/17-08:50,79,6,113,4
54,309,23/02/17-09:00,71,9,115,5
55,242,23/02/17-09:10,65,9,117,6
56,349,23/02/17-09:20,70,6,119,8
57,350,23/02/17-09:30,68,8,119,7
58,277,23/02/17-09:40,62,10,117,6
59,203,23/02/17-09:50,48,23,111,6
60,228,23/02/17-10:00,53, ,109,4
61,231,23/02/17-10:10,49, ,110,7
62,233,23/02/17-10:20,62, ,112,7
63,233,23/02/17-10:30,76, ,114,6
64,233,23/02/17-10:40,86, ,114,10
65,336,23/02/17-10:50,86, ,120,10
66,246,23/02/17-11:00,81, ,114,9
67, ,23/02/17-11:10,73, ,113,8
68, ,23/02/17-11:20,58,29,110,8
69, ,23/02/17-11:30,45,26,107,8
70, ,23/02/17-11:40,51,17,112,8
71, ,23/02/17-11:50,51,20,110,7
72, ,23/02/17-12:00,51,22,108,9
73,281,23/02/17-12:10,44,28,104, 
74,233,23/02/17-12:20,32,27,102, 
75,233,23/02/17-12:30,39,22,103, 
76,259,23/02/17-12:40,45,20,103, 
77,270,23/02/17-12:50,45,25,100, 
78,277,23/02/17-13:00,39,30,97, 
79,233,23/02/17-13:10,35,32,93, 
80,206,23/02/17-13:20,34,32,93, 
81,222,23/02/17-13:30,35,30,96, 
82,233,23/02/17-13:40,46,26,95, 
83,233,23/02/17-13:50,42,30,92, 
84,289,23/02/17-14:00, ,26,91,5
85,175,23/02/17-14:10, ,40,85,4
86,233,23/02/17-14:20, ,37,89,5
87,233,23/02/17-14:30,38,30,94,5
88,233,23/02/17-14:40,43,30,96,2
89,233,23/02/17-14:50,45,30,95,6
90,233,23/02/17-15:00,50,31,96,5
91,234,23/02/17-15:10,49,32,96,5
92,257,23/02/17-15:20,47,31,93,6
93,233,23/02/17-15:30,57,24,87,10
94,233,23/02/17-15:40,66,19,91,11
95,244,23/02/17-15:50,69,14,90,10
96,241,23/02/17-16:00,71,18,93,9
97,233,23/02/17-16:10,52,26,94,6
98,209,23/02/17-16:20,42,29,91,6
99,233,23/02/17-16:30,40,31,89,6
100,277,23/02/17-16:40,46,31,81,6
101,233,23/02/17-16:50,39,35,72,4
102,233,23/02/17-17:00,39,36,74,3
103,186,23/02/17-17:10,33,41,74,2
104,201,23/02/17-17:20,34,37,78,3
105,204,23/02/17-17:30,32,37,76,3
106,233,23/02/17-17:40,40,31,74,3
107,230,23/02/17-17:50,47,28,75,5
108,220,23/02/17-18:00,44,28,75,4
109,233,23/02/17-18:10,56,20,77,4
110,233,23/02/17-18:20,66,13,80,4
111,233,23/02/17-18:30,66,17,79,4
112,233,23/02/17-18:40,58,20,79,6
113,243,23/02/17-18:50,56,20,78,7
114,283,23/02/17-19:00,57,16,79,6
115,246,23/02/17-19:10,59,20,78,6
116,275,23/02/17-19:20,56,15,81,7
117,350,23/02/17-19:30,67,14,79,6
118,350,23/02/17-19:40,61,19,74,6
119,257,23/02/17-19:50,45,36,67,6
120,264,23/02/17-20:00,39,37,66,7
121,275,23/02/17-20:10,43,32,65,6
122,233,23/02/17-20:20,45,37,54,6
123,233,23/02/17-20:30,45,40,47,7
124,203,23/02/17-20:40,35,51,43,6
125,156,23/02/17-20:50,26,59,38,6
126,148,23/02/17-21:00,22,60,35,7
127,186,23/02/17-21:10,35,51,35,6
128,233,23/02/17-21:20,37,50,35,5
129,263,23/02/17-21:30,53,27,47,7
130,239,23/02/17-21:40,62,26,52,6
131,265,23/02/17-21:50,57,23,54,7
132,252,23/02/17-22:00,66,17,54,6
133,233,23/02/17-22:10,63,20,55,6
134,233,23/02/17-22:20,54,25,57,6
135,262,23/02/17-22:30,46,31,59,4
136,350,23/02/17-22:40,59,16,61,5
137,350,23/02/17-22:50,62,14,63,5
138,350,23/02/17-23:00,61,16,64,4
139,269,23/02/17-23:10,50,26,62,5
140,233,23/02/17-23:20,42,31,61,5
141,233,23/02/17-23:30,40,27,62,5
142,336,23/02/17-23:40,56,10,63,3
143,350,23/02/17-23:50,67,7,62,4
144,350,24/02/17-00:00,70,16,54,4
1,397,24/02/17-00:10,60,19,54,4
2,467,24/02/17-00:20,61,18,59,5
3,297,24/02/17-00:30,54,14,67,5
4,233,24/02/17-00:40,48,11,70,5
5,344,24/02/17-00:50,62,6,69,4
6,416,24/02/17-01:00,70,6,70,4
7,558,24/02/17-01:10,71,6,72,4
8,467,24/02/17-01:20,68,6,67,3
9,434,24/02/17-01:30,63,7,63,3
10,467,24/02/17-01:40,63,6,63,3
11,467,24/02/17-01:50,65,6,64,0
12,438,24/02/17-02:00,64,7,65,0
13,306,24/02/17-02:10,42,13,66,0
14,233,24/02/17-02:20,28,18,65,0
15,233,24/02/17-02:30,24,19,66,0
16,233,24/02/17-02:40,26,18,66,0
17,233,24/02/17-02:50,22,18,65,2
18,233,24/02/17-03:00,23,18,64,3
19,233,24/02/17-03:10,21,18,64,3
20,288,24/02/17-03:20,28,16,61,3
21,350,24/02/17-03:30,50,8,58,4
22,319,24/02/17-03:40,49,8,61,5
23,233,24/02/17-03:50,31,11,61,4
24,233,24/02/17-04:00,27,13,61,3
25,233,24/02/17-04:10,25,14,60,4
26,233,24/02/17-04:20,22,14,59,5
27,233,24/02/17-04:30,18,17,59,4
28,233,24/02/17-04:40,16,19,58,2
29,233,24/02/17-04:50,15,19,59,3
30,233,24/02/17-05:00,14,21,59,4
31,233,24/02/17-05:10,12,23,59,3
32,233,24/02/17-05:20,14,20,59,4
33,233,24/02/17-05:30,16,17,59,3
34,233,24/02/17-05:40,21,14,62,4
35,233,24/02/17-05:50,26,19,68,3
36,274,24/02/17-06:00,33,11,61,2
37,350,24/02/17-06:10,35,9,54,3
38,350,24/02/17-06:20,41,5,51,4
39,350,24/02/17-06:30,42,6,47,3
40,333,24/02/17-06:40,41,7,50,2
41,343,24/02/17-06:50,41,6,53,3
42,276,24/02/17-07:00,36,7,62,3
43,287,24/02/17-07:10,33,10,62,3
44,362,24/02/17-07:20,34,9,64,3
45,375,24/02/17-07:30,35,9,65,2
46,370,24/02/17-07:40,35,12,68,2
47,473,24/02/17-07:50,44,7,69,3
48,465,24/02/17-08:00,58,6,67,2
49,551,24/02/17-08:10,52,6,63,4
50,708,24/02/17-08:20,56,6,64,4
51,609,24/02/17-08:30,60,6,69,3
52,558,24/02/17-08:40,60,6,65,4
53,443,24/02/17-08:50,54,6,74,4
54,577,24/02/17-09:00,59,5,78,3
55,823,24/02/17-09:10,74,5,81,4
56,673,24/02/17-09:20,84,5,105,7
57,683,24/02/17-09:30,68,6,130,6
58,394,24/02/17-09:40,62,7,104,4
59,297,24/02/17-09:50,56,12,79,4
60,294,24/02/17-10:00,50,14,76,4
61,301,24/02/17-10:10,56,10,83,6
62,261,24/02/17-10:20,58,12,97,4
63,255,24/02/17-10:30,55,14,97,4
64,233,24/02/17-10:40,54,14,89,6
65,233,24/02/17-10:50,54,14,85,4
66,233,24/02/17-11:00,52,16,92,4
67,233,24/02/17-11:10,54,17,97,5
68,233,24/02/17-11:20,50,19,96,5
69,233,24/02/17-11:30,51,21,92,5
70,233,24/02/17-11:40,45,28,85,4
71,233,24/02/17-11:50,51,33,79,5
72,233,24/02/17-12:00,31,40,76,4
73,233,24/02/17-12:10,35,40,77,5
74,233,24/02/17-12:20,38,36,84,3
75,233,24/02/17-12:30,41,36,92,4
76,233,24/02/17-12:40,42,39,87,5
77,233,24/02/17-12:50,39,42,84,3
78,233,24/02/17-13:00,40,40,83,4
79,233,24/02/17-13:10,42,40,76,3
80,237,24/02/17-13:20,46,40,78,3
81,234,24/02/17-13:30,50,36,82,5
82,233,24/02/17-13:40,50,33,83,5
83,310,24/02/17-13:50,58,25,86,5
84,291,24/02/17-14:00,59,23,87,5
85,255,24/02/17-14:10,64,22,86,7
86,338,24/02/17-14:20,63,21,85,7
87,277,24/02/17-14:30,60,28,86,7
88,269,24/02/17-14:40,65,20,82,5
89,301,24/02/17-14:50,67,22,75,9
90,233,24/02/17-15:00,65,27,70,11
91,235,24/02/17-15:10,62,30,69,12
92,233,24/02/17-15:20,59,34,68,15
93,233,24/02/17-15:30,58,38,61,12
94,233,24/02/17-15:40,57,38,64,13
95,233,24/02/17-15:50,55,39,60,10
96,233,24/02/17-16:00,54,42,55,11
97,233,24/02/17-16:10,49,51,53,12
98,233,24/02/17-16:20,45,51,51,10
99,233,24/02/17-16:30,47,50,51,10
100,233,24/02/17-16:40,50,46,49,13
101,233,24/02/17-16:50,58,39,50,14
102,252,24/02/17-17:00,53,47,52,14
103,233,24/02/17-17:10,61,32,51,13
104,233,24/02/17-17:20,72,25,52,13
105,233,24/02/17-17:30,71,32,54,10
106,233,24/02/17-17:40,62,33,57,13
107,230,24/02/17-17:50,52,45,60,18
108,285,24/02/17-18:00,77,21,61,21
109,233,24/02/17-18:10,64,29,61,19
110,277,24/02/17-18:20,60,28,63,19
111,233,24/02/17-18:30,58,30,62,19
112,346,24/02/17-18:40,72,15,62,19
113,350,24/02/17-18:50,73,16,64,13
114,255,24/02/17-19:00,63,22,63,15
115,252,24/02/17-19:10,64,17,65,15
116,236,24/02/17-19:20,65,19,63,15
117,295,24/02/17-19:30,67,16,65,15
118,400,24/02/17-19:40,70,8,67,14
119,448,24/02/17-19:50,67,6,68,19
120,508,24/02/17-20:00,74,7,70,19
121,467,24/02/17-20:10,72,6,72,20
122,467,24/02/17-20:20,71,7,70,20
123,438,24/02/17-20:30,63,9,69,19
124,372,24/02/17-20:40,65,9,69,18
125,393,24/02/17-20:50,63,7,68,19
126,426,24/02/17-21:00,66,7,68,21
127,312,24/02/17-21:10,62,11,82,20
128,346,24/02/17-21:20,64,8,87,21
129,366,24/02/17-21:30,67,8,89,20
130,506,24/02/17-21:40,66,7,78,20
131,583,24/02/17-21:50,66,6,79,20
132,457,24/02/17-22:00,63,7,89,19
133,445,24/02/17-22:10,62,7,94,20
134,574,24/02/17-22:20,63,6,98,20
135,541,24/02/17-22:30,72,5,99,21
136,403,24/02/17-22:40,67,7,92,20
137,244,24/02/17-22:50,62,10,90,20
138,253,24/02/17-23:00,57,16,94,19
139,233,24/02/17-23:10,51,17,93,19
140,257,24/02/17-23:20,50,17,96,18
141,276,24/02/17-23:30,50,17,91,18
142,233,24/02/17-23:40,44,21,88,18
143,233,24/02/17-23:50,38,27,87,17
144,233,25/02/17-00:00,44,22,88,17
1,210,25/02/17-00:10,34,30,87,18
2,161,25/02/17-00:20,28,35,87,18
3,233,25/02/17-00:30,27,33,88,18
4,233,25/02/17-00:40,33,21,90,16
5,233,25/02/17-00:50,46,12,90,18
6,287,25/02/17-01:00,44,15,92,17
7,248,25/02/17-01:10,44,14,93,17
8,400,25/02/17-01:20,46,6,95,17
9,391,25/02/17-01:30,48,6,93,17
10,353,25/02/17-01:40,44,7,93,18
11,409,25/02/17-01:50,42,6,96,17
12,377,25/02/17-02:00,44,6,97,17
13,370,25/02/17-02:10,39,6,95,18
14,366,25/02/17-02:20,37,7,96,17
15,350,25/02/17-02:30,36,8,97,16
16,261,25/02/17-02:40,30,12,97,16
17,233,25/02/17-02:50,27,11,96,15
18,235,25/02/17-03:00,28,10,97,17
19,247,25/02/17-03:10,30,9,96,16
20,256,25/02/17-03:20,30,7,96,16
21,289,25/02/17-03:30,30,7,96,15
22,233,25/02/17-03:40,30,10,96,17
23,233,25/02/17-03:50,26,11,95,19
24,233,25/02/17-04:00,22,11,94,18
25,233,25/02/17-04:10,23,14,96,17
26,233,25/02/17-04:20,19,16,94,16
27,233,25/02/17-04:30,19,15,93,17
28,233,25/02/17-04:40,17,16,93,15
29,233,25/02/17-04:50,15,17,93,18
30,225,25/02/17-05:00,16,20,94,15
31,141,25/02/17-05:10,14,20,94,16
32,187,25/02/17-05:20,14,22,95,16
33,230,25/02/17-05:30,14,24,97,15
34,166,25/02/17-05:40,14,23,97,15
35,124,25/02/17-05:50,14,23,98,16
36,137,25/02/17-06:00,15,23,95,15
37,204,25/02/17-06:10,14,23,93,15
38,162,25/02/17-06:20,15,24,90,16
39,117,25/02/17-06:30,12,27,88,16
40,136,25/02/17-06:40,16,23,88,17
41,117,25/02/17-06:50,14,24,88,16
42,117,25/02/17-07:00,14,27,86,15
43,117,25/02/17-07:10,12,26,83,16
44,168,25/02/17-07:20,16,21,84,16
45,122,25/02/17-07:30,19,19,85,16
46,130,25/02/17-07:40,20,19,85,16
47,162,25/02/17-07:50,24,16,85,17
48,160,25/02/17-08:00,22,17,83,16
49,158,25/02/17-08:10,25,14,84,16
50,162,25/02/17-08:20,24,17,84,17
51,177,25/02/17-08:30,23,16,84,16
52,162,25/02/17-08:40,24,16,84,16
53,176,25/02/17-08:50,25,13,86,16
54,224,25/02/17-09:00,26,16,87,16
55,203,25/02/17-09:10,24,18,85,15
56,203,25/02/17-09:20,23,20,84,13
57,233,25/02/17-09:30,24,20,92,12
58,233,25/02/17-09:40,22,23,95,11
59,233,25/02/17-09:50,25,21,95,11
60,233,25/02/17-10:00,24,24,95,13
61,233,25/02/17-10:10,27,23,97,13
62,233,25/02/17-10:20,28,26,102,16
63,233,25/02/17-10:30,37,13,115,20
64,233,25/02/17-10:40,47,10,118,29
65,233,25/02/17-10:50,49,11,115,35
66,233,25/02/17-11:00,45,12,114,35
67,243,25/02/17-11:10,46,17,116,29
68,233,25/02/17-11:20,44,18,116,29
69,233,25/02/17-11:30,49,19,116,31
70,233,25/02/17-11:40,47,15,117,26
71,233,25/02/17-11:50,46,21,113,26
72,186,25/02/17-12:00,38,22,110,27
73,180,25/02/17-12:10,41,25,115,25
74,169,25/02/17-12:20,43,20,112,23
75,165,25/02/17-12:30,39,27,99,24
76,185,25/02/17-12:40,41,27,98,24
77,233,25/02/17-12:50,44,26,98,24
78,225,25/02/17-13:00,38,34,98,24
79,230,25/02/17-13:10,36,38,99,23
80,233,25/02/17-13:20,38,36,98,23
81,233,25/02/17-13:30,36,45,95,21
82,233,25/02/17-13:40,23,49,98,21
83,233,25/02/17-13:50,29,46,102,20
84,233,25/02/17-14:00,30,50,100,19
85,233,25/02/17-14:10,31,46,98,20
86,233,25/02/17-14:20,35,40,94,19
87,191,25/02/17-14:30,40,40,90,20
88,221,25/02/17-14:40,35,44,85,21
89,184,25/02/17-14:50,29,45,83,19
90,163,25/02/17-15:00,38,51,80,21
91,175,25/02/17-15:10,18,62,80,19
92,233,25/02/17-15:20,22,60,77,18
93,233,25/02/17-15:30,26,57,77,20
94,206,25/02/17-15:40,31,52,76,21
95,171,25/02/17-15:50,26,63,78,20
96,140,25/02/17-16:00,22,64,75,18
97,233,25/02/17-16:10,26,61,71,19
98,185,25/02/17-16:20,24,67,71,17
99,155,25/02/17-16:30,23,63,72,17
100,198,25/02/17-16:40,27,60,72,21
101,189,25/02/17-16:50,23,66,75,21
102,179,25/02/17-17:00,23,66,74,18
103,186,25/02/17-17:10,23,64,77,18
104,171,25/02/17-17:20,24,65,77,17
105,206,25/02/17-17:30,30,55,72,19
106,219,25/02/17-17:40,38,47,74,19
107,225,25/02/17-17:50,46,50,74,19
108,233,25/02/17-18:00,30,59,73,19
109,233,25/02/17-18:10,27,63,73,18
110,233,25/02/17-18:20,33,52,73,19
111,233,25/02/17-18:30,32,54,72,18
112,233,25/02/17-18:40,39,47,75,17
113,233,25/02/17-18:50,36,47,77,16
114,233,25/02/17-19:00,47,35,81,17
115,233,25/02/17-19:10,47,36,85,18
116,233,25/02/17-19:20,48,32,87,19
117,233,25/02/17-19:30,50,24,88,18
118,233,25/02/17-19:40,56,19,93,19
119,308,25/02/17-19:50,57,17,99,18
120,247,25/02/17-20:00,55,21,102,19
121,233,25/02/17-20:10,50,24,101,17
122,288,25/02/17-20:20,50,24,105,17
123,292,25/02/17-20:30,53,20,107,16
124,233,25/02/17-20:40,46,29,105,17
125,233,25/02/17-20:50,44,25,105,17
126,234,25/02/17-21:00,47,23,105,16
127,233,25/02/17-21:10,44,29,105,15
128,266,25/02/17-21:20,45,26,104,15
129,233,25/02/17-21:30,53,26,103,16
130,233,25/02/17-21:40,38,37,102,17
131,255,25/02/17-21:50,37,34,101,17
132,233,25/02/17-22:00,38,36,102,18
133,233,25/02/17-22:10,39,27,102,18
134,233,25/02/17-22:20,44,30,102,18
135,237,25/02/17-22:30,43,25,102,18
136,233,25/02/17-22:40,38,35,101,16
137,263,25/02/17-22:50,32,36,103,16
138,350,25/02/17-23:00,49,15,111,15
139,439,25/02/17-23:10,61,7,113,14
140,479,25/02/17-23:20,61,6,111,16
141,481,25/02/17-23:30,57,5,112,17
142,467,25/02/17-23:40,55,6,110,17
143,394,25/02/17-23:50,50,8,109,16
144,449,26/02/17-00:00,47,7,110,15
1,467,26/02/17-00:10,48,7,114,16
2,466,26/02/17-00:20,46,8,114,15
3,434,26/02/17-00:30,41,10,113,14
4,382,26/02/17-00:40,39,10,111,15
5,363,26/02/17-00:50,40,8,110,15
6,381,26/02/17-01:00,37,9,109,16
7,355,26/02/17-01:10,35,9,108,15
8,353,26/02/17-01:20,34,12,106,15
9,350,26/02/17-01:30,29,13,103,15
10,350,26/02/17-01:40,28,13,100,17
11,350,26/02/17-01:50,26,14,97,15
12,327,26/02/17-02:00,23,17,94,16
13,253,26/02/17-02:10,19,20,90,14
14,240,26/02/17-02:20,19,19,86,15
15,233,26/02/17-02:30,16,21,81,16
16,233,26/02/17-02:40,17,19,79,15
17,233,26/02/17-02:50,18,19,74,14
18,233,26/02/17-03:00,17,21,71,16
19,233,26/02/17-03:10,15,23,69,14
20,233,26/02/17-03:20,13,24,67,14
21,233,26/02/17-03:30,18,19,67,16
22,233,26/02/17-03:40,18,17,70,15
23,233,26/02/17-03:50,18,16,69,14
24,233,26/02/17-04:00,21,14,69,14
25,233,26/02/17-04:10,21,15,68,15
26,233,26/02/17-04:20,19,16,65,15
27,233,26/02/17-04:30,17,16,64,15
28,233,26/02/17-04:40,20,13,64,15
29,233,26/02/17-04:50,25,11,65,14
30,233,26/02/17-05:00,24,13,65,16
31,233,26/02/17-05:10,16,23,67,16
32,233,26/02/17-05:20,14,23,68,15
33,233,26/02/17-05:30,18,20,63,15
34,233,26/02/17-05:40,19,19,67,15
35,233,26/02/17-05:50,19,23,89,15
36,233,26/02/17-06:00,17,36,84,14
37,233,26/02/17-06:10,17,31,79,15
38,233,26/02/17-06:20,20,22,70,14
39,233,26/02/17-06:30,19,27,72,14
40,233,26/02/17-06:40,16,35,76,14
