,CO,FECHA-HORA,NO2,O3,PART,SO2
62, ,05/02/17-10:20,12,74,16,12
63, ,05/02/17-10:30,11,76,15,10
64, ,05/02/17-10:40,11,74,14,9
65, ,05/02/17-10:50,10,79,12,9
66, ,05/02/17-11:00,10,80,11,9
67, ,05/02/17-11:10,9,79,10,8
68, ,05/02/17-11:20,15,78,11,9
69, ,05/02/17-11:30,10,81,10,10
70, ,05/02/17-11:40,12,81,9,9
71, ,05/02/17-11:50,11,83,8,8
72, ,05/02/17-12:00,10,82,9,11
73, ,05/02/17-12:10,11,81,9,10
74, ,05/02/17-12:20,11,83,9,11
75, ,05/02/17-12:30,12,85,9,10
76, ,05/02/17-12:40,9,87,8,11
77, ,05/02/17-12:50,10,89,8,9
78, ,05/02/17-13:00,10,89,8,9
79, ,05/02/17-13:10,11,89,9,9
80, ,05/02/17-13:20,10,86,9,10
81, ,05/02/17-13:30,12,87,10,10
82, ,05/02/17-13:40,13,87,11,11
83, ,05/02/17-13:50,11,88,11,10
84, ,05/02/17-14:00,11,92,10,11
85, ,05/02/17-14:10,12,89,11,10
86, ,05/02/17-14:20,15,86,13,10
87, ,05/02/17-14:30,13,86,13,10
88, ,05/02/17-14:40,11,88,13,11
89, ,05/02/17-14:50,12,89,12,10
90, ,05/02/17-15:00,13,91,12,10
91, ,05/02/17-15:10,12,89,12,9
92, ,05/02/17-15:20,12,91,12,11
93, ,05/02/17-15:30,15,89,12,10
94, ,05/02/17-15:40,16,89,13,9
95, ,05/02/17-15:50,16,88,12,8
96, ,05/02/17-16:00,13,90,12,10
97, ,05/02/17-16:10,15,88,13,11
98, ,05/02/17-16:20,18,87,12,11
99, ,05/02/17-16:30,18,87,11,11
100, ,05/02/17-16:40,17,90,10,12
101, ,05/02/17-16:50,19,87,10,11
102, ,05/02/17-17:00,20,84,10,11
103, ,05/02/17-17:10,22,84,10,11
104, ,05/02/17-17:20,24,84,10,13
105, ,05/02/17-17:30,25,81,10,13
106, ,05/02/17-17:40,24,82,10,14
107, ,05/02/17-17:50,26,80,11,12
108, ,05/02/17-18:00,23,81,12,12
109, ,05/02/17-18:10,23,81,12,12
110, ,05/02/17-18:20,22,83,12,13
111, ,05/02/17-18:30,27,75,12,13
112, ,05/02/17-18:40,28,75,12,12
113, ,05/02/17-18:50,32,69,12,12
114, ,05/02/17-19:00,37,67,12,14
115, ,05/02/17-19:10,40,63,13,13
116, ,05/02/17-19:20,40,60,13,14
117, ,05/02/17-19:30,45,60,14,14
118, ,05/02/17-19:40,40,67,13,14
119, ,05/02/17-19:50,42,60,14,14
120, ,05/02/17-20:00,41,61,14,14
121, ,05/02/17-20:10,36,70,14,11
122, ,05/02/17-20:20,35,61,16,13
123, ,05/02/17-20:30,35,72,15,10
124, ,05/02/17-20:40,31,68,15,10
125, ,05/02/17-20:50,37,60,17,9
126, ,05/02/17-21:00,39,57,17,10
127, ,05/02/17-21:10,29,71,14,8
128, ,05/02/17-21:20,19,76,14,9
129, ,05/02/17-21:30,19,78,14,9
130, ,05/02/17-21:40,22,75,14,9
131, ,05/02/17-21:50,26,71,14,10
132, ,05/02/17-22:00,38,59,15,10
133, ,05/02/17-22:10,26,75,15,11
134, ,05/02/17-22:20,23,71,16,10
135, ,05/02/17-22:30,27,62,17,10
136, ,05/02/17-22:40,31,61,13,9
137, ,05/02/17-22:50,30,62,14,9
138, ,05/02/17-23:00,30,55,15,8
139, ,05/02/17-23:10,38,57,13,10
140, ,05/02/17-23:20,24,60,14,10
141, ,05/02/17-23:30,28,57,15,10
142, ,05/02/17-23:40,28,52,15,9
143, ,05/02/17-23:50,28,55,14,7
144, ,06/02/17-00:00,30,51,14,9
1, ,06/02/17-00:10,29,55,13,8
2, ,06/02/17-00:20,30,55,14,8
3, ,06/02/17-00:30,22,61,15,9
4, ,06/02/17-00:40,20,58,15,9
5, ,06/02/17-00:50,19,61,14,9
6, ,06/02/17-01:00,20,56,15,9
7, ,06/02/17-01:10,24,52,16,9
8, ,06/02/17-01:20,22,51,16,9
9, ,06/02/17-01:30,18,53,15,9
10, ,06/02/17-01:40,15,56,14,9
11, ,06/02/17-01:50,13,58,14,8
12, ,06/02/17-02:00,12,58,13,9
13, ,06/02/17-02:10,12,60,12,10
14, ,06/02/17-02:20,9,62,11,9
15, ,06/02/17-02:30,8,61,10,10
16, ,06/02/17-02:40,8,62,10,8
17, ,06/02/17-02:50,8,61,10,8
18, ,06/02/17-03:00,8,59,10,9
19, ,06/02/17-03:10,8,61,10,8
20, ,06/02/17-03:20,10,54,10,7
21, ,06/02/17-03:30,12,50,10,7
22, ,06/02/17-03:40,13,51,11,8
23, ,06/02/17-03:50,10,57,10,9
24, ,06/02/17-04:00,10,59,10,7
25, ,06/02/17-04:10,9,58,10,10
26, ,06/02/17-04:20,10,57,9,8
27, ,06/02/17-04:30,8,62,9,8
28, ,06/02/17-04:40,9,56,10,8
29, ,06/02/17-04:50,9,57,9,10
30, ,06/02/17-05:00,8,59,8,9
31, ,06/02/17-05:10,10,56,8,8
32, ,06/02/17-05:20,11,57,8,9
33, ,06/02/17-05:30,10,53,8,8
34, ,06/02/17-05:40,16,45,9,9
35, ,06/02/17-05:50,17,47,10,7
36, ,06/02/17-06:00,15,57,11,7
37, ,06/02/17-06:10,14,56,11,8
38, ,06/02/17-06:20,22,45,10,8
39, ,06/02/17-06:30,22,50,9,6
40, ,06/02/17-06:40,17,51,8,8
41, ,06/02/17-06:50,19,50,8,9
42, ,06/02/17-07:00,43,24,10,9
43, ,06/02/17-07:10,54,13,14,8
44, ,06/02/17-07:20,56,7,15,6
45, ,06/02/17-07:30,66,5,17,6
46, ,06/02/17-07:40,67,9,19,8
47, ,06/02/17-07:50,64,7,18,8
48, ,06/02/17-08:00,68,6,19,9
49, ,06/02/17-08:10,80,7,19,9
50, ,06/02/17-08:20,71,7,19,11
51, ,06/02/17-08:30,75,6,20,10
52, ,06/02/17-08:40,72,8,22,10
53, ,06/02/17-08:50,68,10,24,10
54, ,06/02/17-09:00,70,9,23,9
55, ,06/02/17-09:10,65,10,19,10
56, ,06/02/17-09:20,65,11,18,8
57, ,06/02/17-09:30,65,14,17,9
58, ,06/02/17-09:40,65,15,17,9
59, ,06/02/17-09:50,67,17,18,11
60, ,06/02/17-10:00,62,24,16,10
61, ,06/02/17-10:10,49,36,16,10
62, ,06/02/17-10:20,58,26,15,13
63, ,06/02/17-10:30,69,22,14,24
64, ,06/02/17-10:40,76,25,15,27
65, ,06/02/17-10:50,60,44,15,18
66, ,06/02/17-11:00,50,50,14,15
67, ,06/02/17-11:10,45,49,14,16
68, ,06/02/17-11:20,46,47,15,16
69, ,06/02/17-11:30,57,36,20,17
70, ,06/02/17-11:40,73,26,26,25
71, ,06/02/17-11:50,82,19,26,40
72, ,06/02/17-12:00,81,23,43,36
73, ,06/02/17-12:10,79,24,39,34
74, ,06/02/17-12:20,82,24,30,36
75, ,06/02/17-12:30,81,23,25,39
76, ,06/02/17-12:40,76,29,28,34
77, ,06/02/17-12:50,76,28,21,36
78, ,06/02/17-13:00,76,37,17,33
79, ,06/02/17-13:10,48,66,17,16
80, ,06/02/17-13:20,37,67,20,13
81, ,06/02/17-13:30,35,73,18,11
82, ,06/02/17-13:40,33,74,17,12
83, ,06/02/17-13:50,36,71,19,11
84, ,06/02/17-14:00,40,69,21,14
85, ,06/02/17-14:10,35,72,19,10
86, ,06/02/17-14:20,35,78,14,10
87, ,06/02/17-14:30,33,79,15,11
88, ,06/02/17-14:40,35,79,15,10
89, ,06/02/17-14:50,31,84,14,9
90, ,06/02/17-15:00,27,84,13,10
91, ,06/02/17-15:10,24,88,11,10
92, ,06/02/17-15:20,22,93,12,8
93, ,06/02/17-15:30,29,81,14,10
94, ,06/02/17-15:40,24,88,14,8
95, ,06/02/17-15:50,22,90,15,7
96, ,06/02/17-16:00,24,90,13,7
97, ,06/02/17-16:10,21,92,11,8
98, ,06/02/17-16:20,23,84,12,8
99, ,06/02/17-16:30,23,74,11,10
100, ,06/02/17-16:40,24,85,10,12
101, ,06/02/17-16:50,30,80,12,11
102, ,06/02/17-17:00,26,82,9,10
103, ,06/02/17-17:10,35,69,7,12
104, ,06/02/17-17:20,38,68,8,12
105, ,06/02/17-17:30,38,66,10,12
106, ,06/02/17-17:40,38,67,10,12
107, ,06/02/17-17:50,41,57,14,10
108, ,06/02/17-18:00,53,53,17,12
109, ,06/02/17-18:10,47,57,18,11
110, ,06/02/17-18:20,57,50,14,10
111, ,06/02/17-18:30,56,49,26,9
112, ,06/02/17-18:40,63,39,32,11
113, ,06/02/17-18:50,67,37,32,13
114, ,06/02/17-19:00,69,36,21,12
115, ,06/02/17-19:10,66,38,13,14
116, ,06/02/17-19:20,62,41,10,16
117, ,06/02/17-19:30,67,32,12,17
118, ,06/02/17-19:40,79,22,14,18
119, ,06/02/17-19:50,84,19,15,19
120, ,06/02/17-20:00,92,11,16,22
121, ,06/02/17-20:10,71,30,16,12
122, ,06/02/17-20:20,63,27,14,9
123, ,06/02/17-20:30,80,12,19,12
124, ,06/02/17-20:40,96,6,22,11
125, ,06/02/17-20:50,83,11,16,11
126, ,06/02/17-21:00,93,7,19,10
127, ,06/02/17-21:10,88,8,20,12
128, ,06/02/17-21:20,81,6,21,12
129, ,06/02/17-21:30,82,10,20,12
130, ,06/02/17-21:40,77,11,14,12
131, ,06/02/17-21:50,40,53,9,14
132, ,06/02/17-22:00,27,64,6,13
133, ,06/02/17-22:10,40,48,7,13
134, ,06/02/17-22:20,39,49,7,14
135, ,06/02/17-22:30,53,34,10,11
136, ,06/02/17-22:40,46,45,8,12
137, ,06/02/17-22:50,34,51,7,11
138, ,06/02/17-23:00,53,31,8,11
139, ,06/02/17-23:10,71,13,8,8
140, ,06/02/17-23:20,82,7,12,9
141, ,06/02/17-23:30,89,6,14,8
142, ,06/02/17-23:40,86,7,15,10
143, ,06/02/17-23:50,63,29,10,9
144, ,07/02/17-00:00,45,40,9,7
1, ,07/02/17-00:10,40,41,9,10
2, ,07/02/17-00:20,64,12,21,10
3, ,07/02/17-00:30,79,5,28,9
4, ,07/02/17-00:40,72,10,30,10
5, ,07/02/17-00:50,59,17,38,9
6, ,07/02/17-01:00,63,12,41,9
7, ,07/02/17-01:10,63,14,36,9
8, ,07/02/17-01:20,60,18,29,10
9, ,07/02/17-01:30,63,10,32,9
10, ,07/02/17-01:40,70,6,33,11
11, ,07/02/17-01:50,73,6,33,12
12, ,07/02/17-02:00,75,6,33,11
13, ,07/02/17-02:10,72,5,26,10
14, ,07/02/17-02:20,66,8,24,12
15, ,07/02/17-02:30,62,11,24,10
16, ,07/02/17-02:40,56,17,21,10
17, ,07/02/17-02:50,46,23,17,11
18, ,07/02/17-03:00,39,35,12,12
19, ,07/02/17-03:10,30,39,10,11
20, ,07/02/17-03:20,25,44,7,11
21, ,07/02/17-03:30,21,48,6,10
22, ,07/02/17-03:40,18,53,5,9
23, ,07/02/17-03:50,14,55,5,11
24, ,07/02/17-04:00,15,52,6,9
25, ,07/02/17-04:10,22,45,7,10
26, ,07/02/17-04:20,22,50,5,8
27, ,07/02/17-04:30,15,56,4,9
28, ,07/02/17-04:40,13,57,3,9
29, ,07/02/17-04:50,17,45,6,8
30, ,07/02/17-05:00,33,28,10,8
31, ,07/02/17-05:10,51,8,19,10
32, ,07/02/17-05:20,56,7,23,14
33, ,07/02/17-05:30,56,15,18,15
34, ,07/02/17-05:40,48,18,14,13
35, ,07/02/17-05:50,37,32,7,10
36, ,07/02/17-06:00,28,33,8,11
37, ,07/02/17-06:10,41,19,9,11
38, ,07/02/17-06:20,47,17,12,12
39, ,07/02/17-06:30,53,8,20,12
40, ,07/02/17-06:40,60,7,24,10
41, ,07/02/17-06:50,57,6,26,10
42, ,07/02/17-07:00,60,6,28,11
43, ,07/02/17-07:10,61,5,28,11
44, ,07/02/17-07:20,61,6,34,12
45, ,07/02/17-07:30,67,6,49,13
46, ,07/02/17-07:40,72,6,39,15
47, ,07/02/17-07:50,77,7,43,14
48, ,07/02/17-08:00,77,6,42,15
49, ,07/02/17-08:10,72,6,37,11
50, ,07/02/17-08:20,69,6,36,10
51, ,07/02/17-08:30,62,6,32,11
52, ,07/02/17-08:40,68,7,33,11
53, ,07/02/17-08:50,75,6,27,10
54, ,07/02/17-09:00,80,7,28,10
55, ,07/02/17-09:10,80,8,41,16
56, ,07/02/17-09:20,62,15,40,14
57, ,07/02/17-09:30,71,11,40,16
58, ,07/02/17-09:40,72,13,37,17
59, ,07/02/17-09:50,72,15,37,17
60, ,07/02/17-10:00,73,12,37,15
61, ,07/02/17-10:10,62,13,35,12
62, ,07/02/17-10:20,64,14,38,11
63, ,07/02/17-10:30,63,20,38,12
64, ,07/02/17-10:40,65,20,38,14
65, ,07/02/17-10:50,92,17,45,21
66, ,07/02/17-11:00,73,22,42,17
67, ,07/02/17-11:10,65,25,45,17
68, ,07/02/17-11:20,69,25,39,18
69, ,07/02/17-11:30,66,25,35,22
70, ,07/02/17-11:40,70,26,37,21
71, ,07/02/17-11:50,75,24,39,22
72, ,07/02/17-12:00,80,26,40,18
73, ,07/02/17-12:10,72,26,39,21
74, ,07/02/17-12:20,82,28,41,21
75, ,07/02/17-12:30,90,26,42,20
76, ,07/02/17-12:40,90,27,42,18
77, ,07/02/17-12:50,87,22,42,23
78, ,07/02/17-13:00,81,18,35,43
79, ,07/02/17-13:10,67,25,35,23
80, ,07/02/17-13:20,65,31,39,24
81, ,07/02/17-13:30,59,33,43,15
82, ,07/02/17-13:40,58,35,40,16
83, ,07/02/17-13:50,59,37,37,17
84, ,07/02/17-14:00,54,43,31,16
85, ,07/02/17-14:10,57,35,29,14
86, ,07/02/17-14:20,71,17,27,25
87, ,07/02/17-14:30,70,20,23,29
88, ,07/02/17-14:40,54,33,22,20
89, ,07/02/17-14:50,61,31,22,23
90, ,07/02/17-15:00,53,42,19,19
91, ,07/02/17-15:10,43,46,19,17
92, ,07/02/17-15:20,36,57,12,15
93, ,07/02/17-15:30,26,63,7,13
94, ,07/02/17-15:40,21,65,6,13
95, ,07/02/17-15:50,15,71,6,12
96, ,07/02/17-16:00,14,70,5,12
97, ,07/02/17-16:10,14,69,5,11
98, ,07/02/17-16:20,15,65,5,12
99, ,07/02/17-16:30,23,61,6,15
100, ,07/02/17-16:40,26,58,6,11
101, ,07/02/17-16:50,25,55,8,11
102, ,07/02/17-17:00,31,48,8,13
103, ,07/02/17-17:10,36,46,7,13
104, ,07/02/17-17:20,36,42,7,12
105, ,07/02/17-17:30,47,32,8,13
106, ,07/02/17-17:40,47,34,9,14
107, ,07/02/17-17:50,56,25,11,15
108, ,07/02/17-18:00,54,30,9,15
109, ,07/02/17-18:10,43,36,8,15
110, ,07/02/17-18:20,47,30,9,17
111, ,07/02/17-18:30,40,39,9,15
112, ,07/02/17-18:40,49,28,10,15
113, ,07/02/17-18:50,54,23,11,15
114, ,07/02/17-19:00,55,28,11,13
115, ,07/02/17-19:10,53,26,13,15
116, ,07/02/17-19:20,40,43,10,13
117, ,07/02/17-19:30,39,33,9,14
118, ,07/02/17-19:40,43,37,8,15
119, ,07/02/17-19:50,40,34,9,14
120, ,07/02/17-20:00,47,29,10,14
121, ,07/02/17-20:10,51,30,12,13
122, ,07/02/17-20:20,44,36,12,12
123, ,07/02/17-20:30,40,37,13,12
124, ,07/02/17-20:40,43,35,14,14
125, ,07/02/17-20:50,57,23,16,15
126, ,07/02/17-21:00,54,29,17,15
127, ,07/02/17-21:10,66,17,21,16
128, ,07/02/17-21:20,63,28,22,14
129, ,07/02/17-21:30,50,42,21,15
130, ,07/02/17-21:40,38,48,21,13
131, ,07/02/17-21:50,50,35,23,15
132, ,07/02/17-22:00,41,47,22,14
133, ,07/02/17-22:10,37,49,21,13
134, ,07/02/17-22:20,37,44,23,12
135, ,07/02/17-22:30,36,45,22,12
136, ,07/02/17-22:40,44,36,20,12
137, ,07/02/17-22:50,37,45,19,11
138, ,07/02/17-23:00,22,60,18,11
139, ,07/02/17-23:10,22,55,19,12
140, ,07/02/17-23:20,25,49,20,10
141, ,07/02/17-23:30,36,38,22,11
142, ,07/02/17-23:40,45,24,21,11
143, ,07/02/17-23:50,62,12,19,12
144, ,08/02/17-00:00,51,25,18,11
1, ,08/02/17-00:10,35,35,16,11
2, ,08/02/17-00:20,34,34,15,9
3, ,08/02/17-00:30,35,36,15,9
4, ,08/02/17-00:40,32,35,14,10
5, ,08/02/17-00:50,35,34,14,8
6, ,08/02/17-01:00,45,23,15,9
7, ,08/02/17-01:10,34,30,14,7
8, ,08/02/17-01:20,26,38,12,8
9, ,08/02/17-01:30,31,27,12,7
10, ,08/02/17-01:40,27,37,11,9
11, ,08/02/17-01:50,17,46,10,8
12, ,08/02/17-02:00,17,44,10,9
13, ,08/02/17-02:10,19,44,10,11
14, ,08/02/17-02:20,17,45,10,11
15, ,08/02/17-02:30,17,42,8,11
16, ,08/02/17-02:40,13,43,7,9
17, ,08/02/17-02:50,12,43,7,10
18, ,08/02/17-03:00,14,43,6,10
19, ,08/02/17-03:10,10,49,5,9
20, ,08/02/17-03:20,11,46,5,9
21, ,08/02/17-03:30,16,39,6,10
22, ,08/02/17-03:40,12,42,4,9
23, ,08/02/17-03:50,10,44,4,11
24, ,08/02/17-04:00,9,44,4,10
25, ,08/02/17-04:10,10,43,4,10
26, ,08/02/17-04:20,11,42,4,11
27, ,08/02/17-04:30,11,40,4,9
28, ,08/02/17-04:40,10,44,4,9
29, ,08/02/17-04:50,7,47,3,9
30, ,08/02/17-05:00,7,48,3,10
31, ,08/02/17-05:10,10,43,3,9
32, ,08/02/17-05:20,10,44,3,9
33, ,08/02/17-05:30,8,46,3,9
34, ,08/02/17-05:40,8,46,3,9
35, ,08/02/17-05:50,8,44,3,10
36, ,08/02/17-06:00,9,44,3,9
37, ,08/02/17-06:10,9,44,3,9
38, ,08/02/17-06:20,11,42,3,8
39, ,08/02/17-06:30,13,39,3,8
40, ,08/02/17-06:40,14,42,3,9
41, ,08/02/17-06:50,16,36,3,10
42, ,08/02/17-07:00,23,29,3,10
43, ,08/02/17-07:10,30,22,5,10
44, ,08/02/17-07:20,35,22,5,9
45, ,08/02/17-07:30,38,15,6,10
46, ,08/02/17-07:40,47,9,7,9
47, ,08/02/17-07:50,51,8,8,11
48, ,08/02/17-08:00,44,14,6,10
49, ,08/02/17-08:10,60,6,10,9
50, ,08/02/17-08:20,67,7,10,11
51, ,08/02/17-08:30,60,7,7,10
52, ,08/02/17-08:40,59,7,9,10
53, ,08/02/17-08:50,68,8,12,10
54, ,08/02/17-09:00,64,10,27,9
55, ,08/02/17-09:10,66,11,18,8
56, ,08/02/17-09:20,63,12,12,8
